9.190091525354508739e-02,1.800000000000000000e+01
1.838018305070901748e-01,5.000000000000000000e+00
2.757027457606352483e-01,3.000000000000000000e+00
3.676036610141803496e-01,5.000000000000000000e+00
4.595045762677254508e-01,4.000000000000000000e+00
5.514054915212704966e-01,7.000000000000000000e+00
6.433064067748156534e-01,1.000000000000000000e+00
7.352073220283606991e-01,2.000000000000000000e+00
8.271082372819057449e-01,2.000000000000000000e+00
9.190091525354509017e-01,3.000000000000000000e+00
